AIRPORT,LATITUDE,LONGITUDE
KOM,-6.06722222,142.85888889
KON,14.35416667,108.02138889
KON,14.35416667,108.02138889
KOP,17.37944444,104.64833333
KOP,17.38388889,104.64305556
KOP,17.38388889,104.64305556
KOP,17.38527778,104.64194444
KOP,17.38527778,104.64194444
KOR,-7.81666667,146.55000000
KOS,10.60000000,103.68333333
KOT,63.02972222,-163.56027778
KOT,63.03055556,-163.53277778
KOW,25.90000000,114.91666667
KOY,57.16222222,-154.22750000
KOZ,57.91666667,-152.50000000
KOZ,57.94222222,-152.46500000
KPB,56.35000000,-133.61666667
KPC,65.25333333,-166.85750000
KPC,65.25444444,-166.85583333
KPH,54.45000000,-162.68333333
KPI,2.01055556,112.92944444
KPI,2.01055556,112.93138889
KPI,2.01055556,112.93138889
KPI,2.01083333,112.93138889
KPI,2.01083333,112.93138889
KPK,57.43361111,-153.90000000
KPM,61.53138889,-158.64083333
KPN,59.93166667,-164.02833333
KPN,59.93166667,-164.02805556
KPN,59.93166667,-164.02805556
KPN,59.93305556,-164.03055556
KPN,59.93305556,-164.03055556
KPN,59.93333333,-164.05000000
KPO,35.98472222,129.41944444
KPO,35.98805556,129.42027778
KPO,35.98805556,129.42027778
KPP,-14.88944444,144.22055556
KPR,58.43333333,-152.58333333
KPS,-31.08333333,152.76666667
KPS,-31.07444444,152.76972222
KPV,55.90666667,-159.16083333
KPV,55.90666667,-159.14500000
KPV,55.90833333,-159.15833333
KPY,57.93333333,-153.03333333
KQA,54.13333333,-165.78333333
KR1,37.03000000,127.88527778
KRB,-17.45666667,140.83194444
KRB,-17.45583333,140.83027778
KRB,-17.45583333,140.83027778
KRB,-17.45555556,140.83166667
KRB,-17.45555556,140.83166667
KRF,63.04861111,17.76638889
KRF,63.04861111,17.76638889
KRF,63.04861111,17.76888889
KRF,63.04861111,17.76888889
KRF,63.04944444,17.77277778
KRK,50.07777778,19.78555556
KRK,50.08333333,19.78333333
KRM,59.46972222,-151.57111111
KRN,67.82194444,20.33666667
KRN,67.82222222,20.34583333
KRP,56.29750000,9.12472222
KRP,56.29750000,9.12472222
KRP,56.29833333,9.10138889
KRP,56.29833333,9.10138889
KRP,56.29833333,9.10138889
KRP,56.30000000,9.11666667
KRR,45.03444444,39.17722222
KRR,45.03444444,39.17722222
KRR,45.03444444,39.17722222
KRR,45.03472222,39.17000000
KRR,45.03472222,39.17027778
KRR,45.03472222,39.17027778
KRR,45.03472222,39.17027778
KRR,45.03472222,39.17027778
KRS,58.20305556,8.08416667
KRS,58.20416667,8.08527778
KRT,15.58944444,32.55305556
KRT,15.59944444,32.55611111
KRW,40.06333333,53.00722222
KRW,40.06500000,53.00555556
KRW,40.06500000,53.00555556
KS2,38.30250000,-95.72500000
KS3,39.87805556,-95.52250000
KS3,39.87916667,-95.52527778
KSA,5.35083333,162.97638889
KSA,5.35083333,162.97638889
KSA,5.35694444,162.95833333
KSC,48.66305556,21.24111111
KSC,48.66305556,21.24111111
KSC,48.66305556,21.24111111
KSC,48.66305556,21.24111111
KSC,48.66305556,21.24111111
KSC,48.66666667,21.25000000
KSC,48.66666667,21.25000000
KSD,59.36166667,13.46944444
KSD,59.44472222,13.33722222
KSE,0.18333333,30.10138889
KSE,0.18333333,30.10138889
KSE,0.18333333,30.10166667
KSE,0.18333333,30.10166667
KSE,0.18555556,30.10083333
KSF,51.40805556,9.37527778
KSF,51.40833333,9.37750000
KSF,51.40833333,9.37750000
KSF,51.42083333,9.39222222
KSF,51.42083333,9.39222222
KSH,34.34555556,47.15916667
KSH,34.34583333,47.16055556
KSH,34.34888889,47.15722222
KSH,34.34888889,47.15722222
KSI,9.16138889,-10.12472222
KSI,9.16944444,-10.12194444
KSJ,35.42138889,26.91000000
KSL,15.38583333,36.32805556
KSL,15.39027778,36.34222222
KSM,62.06083333,-163.30194444
KSM,62.06166667,-163.29805556
KSO,40.45083333,21.27333333
KSP,-8.46305556,147.21750000
KSP,-8.45388889,147.21000000
KSQ,38.80222222,65.77305556
KSQ,38.80222222,65.77305556
KSQ,38.83361111,65.92138889
KSR,56.24444444,-160.38638889
KSU,63.11166667,7.82444444
KSU,63.11250000,7.82916667
KSU,63.11472222,7.84444444
KTA,-20.71222222,116.77333333
KTA,-20.71000000,116.76666667
KTB,55.68833333,-132.53500000
KTH,59.95555556,-158.48055556
KTL,0.97194444,34.95861111
KTM,27.69666667,85.35916667
KTM,27.69666667,85.35916667
KTM,27.69722222,85.35805556
KTM,27.70055556,85.36305556
KTN,55.35416667,-131.71111111
KTN,55.35833333,-131.71666667
KTP,17.98750000,-76.82333333
KTP,17.98861111,-76.82388889
KTR,-14.45750000,132.27138889
KTS,65.32944444,-166.47166667
KTS,65.33138889,-166.46583333
KTS,65.33194444,-166.46777778
KTT,67.70111111,24.84694444
KTT,67.70111111,24.86361111
KTW,50.47416667,19.07444444
KTW,50.47416667,19.07444444
KTW,50.47611111,19.08222222
KTW,50.47611111,19.08222222
KUA,3.77222222,103.21027778
KUA,3.77527778,103.20888889
KUA,3.77527778,103.20888889
KUA,3.77527778,103.20916667
KUA,3.77527778,103.20916667
KUD,6.92361111,116.83750000
KUD,6.92361111,116.83750000
KUD,6.92416667,116.83083333
KUD,6.92416667,116.83083333
KUD,6.92500000,116.83416667
KUF,53.50472222,50.16416667
KUF,53.50472222,50.16444444
KUF,53.50472222,50.16444444
KUF,53.50500000,50.16388889
KUF,53.50500000,50.16388889
KUH,43.03972222,144.20388889
KUH,43.04083333,144.19305556
KUI,-36.46666667,174.83333333
KUK,60.87277778,-162.52250000
KUK,60.87333333,-162.52444444
KUL,2.73833333,101.70250000
KUL,2.74333333,101.69805556
KUL,2.74333333,101.69805556
KUL,2.74555556,101.71000000
KUL,2.74555556,101.71000000
KUL,2.74555556,101.71000000
KUM,30.38194444,130.66138889
KUM,30.38555556,130.65916667
KUN,54.96388889,24.08472222
KUO,63.00555556,27.79833333
KUO,63.00638889,27.79833333
KUO,63.00638889,27.79833333
KUO,63.00722222,27.79777778
KUO,63.00722222,27.79777778
KUV,35.90166667,126.61805556
KUV,35.90388889,126.61583333
KUW,68.30694444,-161.40000000
KUY,-7.43000000,143.12000000
KUY,-7.42500000,143.12194444
KUY,-7.42500000,143.12194444
KUY,-7.41861111,143.12166667
KUY,-7.41861111,143.12166667
KVA,40.91333333,24.61916667
KVA,40.91333333,24.61916667
KVA,40.91333333,24.61916667
KVA,40.91388889,24.61972222
KVA,40.91388889,24.61972222
KVA,40.97277778,24.34194444
KVC,55.05500000,-162.31333333
KVC,55.11638889,-162.26666667
KVC,55.11638889,-162.26611111
KVD,40.73833333,46.31888889
KVD,40.73833333,46.31888889
KVD,40.73888889,46.32000000
KVD,40.73888889,46.32000000
KVG,-2.58083333,150.80972222
KVG,-2.57944444,150.80805556
KVG,-2.57777778,150.81555556
KVL,67.73166667,-164.54722222
KVL,67.73611111,-164.56361111
KW1,29.34666667,47.52083333
KWA,8.71472222,167.72694444
KWA,8.71472222,167.72694444
KWA,8.72000000,167.73166667
KWE,26.53833333,106.80111111
KWE,26.54027778,106.80333333
KWF,55.29722222,-133.24055556
KWI,29.22666667,47.98000000
KWI,29.22666667,47.98000000
KWI,29.22694444,47.97972222
KWI,29.22694444,47.97972222
KWJ,35.12333333,126.81083333
KWJ,35.12638889,126.80888889
KWK,59.83333333,-163.13333333
KWK,59.87555556,-163.16805556
KWK,59.87555556,-163.16805556
KWK,59.87638889,-163.16861111
KWK,59.87638889,-163.16861111
KWL,25.18333333,110.15000000
KWL,25.22000000,110.03944444
KWN,59.75500000,-161.84527778
KWN,59.76111111,-161.86250000
KWP,57.76694444,-153.55000000
KWT,60.79027778,-161.44361111
KWT,60.80888889,-161.43750000
KWZ,-10.76666667,25.50694444
KWZ,-10.76666667,25.50916667
KWZ,-10.76666667,25.50916667
KWZ,-10.76583333,25.50583333
KWZ,-10.76583333,25.50583333
KXA,55.53777778,-132.39583333
KXK,50.40944444,136.93527778
KY,38.21500000,-83.58750000
KY1,37.56861111,-84.77222222
KY1,37.57750000,-84.76944444
KY2,37.54166667,-87.95444444
KY2,37.54583333,-87.95305556
KY3,38.05805556,-83.97944444
KY3,38.05805556,-83.97944444
KY4,37.80777778,-87.68583333
KY4,37.80777778,-87.68555556
KY5,37.35500000,-87.39944444
KY5,37.35583333,-87.39833333
KY5,37.35583333,-87.39833333
KY5,37.35583333,-87.39833333
KY5,37.35583333,-87.39833333
KY6,36.76972222,-88.58472222
KY7,38.21500000,-83.58750000
KYA,37.97916667,32.56083333
KYA,37.97916667,32.56222222
KYC,63.00194444,-156.36722222
KYC,63.00250000,-156.36555556
KYK,57.56611111,-154.45388889
KYK,57.56611111,-154.45000000
KYS,14.43194444,-11.43944444
KYU,64.87583333,-157.73055556
KYU,64.87805556,-157.71305556
KZ1,44.56555556,76.68472222
KZB,57.55000000,-153.75000000
KZH,57.58305556,-153.15000000
KZI,40.28583333,21.84166667
KZI,40.28583333,21.84166667
KZI,40.28611111,21.84083333
KZI,40.28611111,21.84083333
KZI,40.28861111,21.84194444
KZN,55.60694444,49.28027778
KZN,55.60694444,49.28027778
KZN,55.60750000,49.27555556
KZN,55.60944444,49.27750000
KZN,55.60944444,49.27750000
KZN,55.60944444,49.27750000
L41,36.81083333,-111.64444444
L41,36.81250000,-111.64666667
LA1,31.73583333,-93.09916667
LA2,30.52166667,-90.41833333
LA3,30.08694444,-90.58277778
LA3,30.08750000,-90.58277778
LA3,30.08750000,-90.58277778
LA4,30.71833333,-91.47861111
LA5,29.44111111,-90.26111111
LAA,38.06861111,-102.69027778
LAA,38.06972222,-102.68861111
LAA,38.06972222,-102.68861111
LAB,-5.72222222,148.05666667
LAB,-5.72166667,148.05777778
LAB,-5.72166667,148.05833333
LAC,-6.73722222,146.99500000
LAC,7.40000000,113.85000000
LAD,-8.85833333,13.23111111
LAD,-8.85305556,13.23611111
LAE,-6.57000000,146.72611111
LAE,-6.56972222,146.72611111
LAE,-6.56972222,146.72611111
LAF,40.41194444,-86.93361111
LAF,40.41194444,-86.93361111
LAF,40.41222222,-86.93694444
LAI,48.75416667,-3.48194444
LAI,48.75444444,-3.47222222
LAJ,-27.78305556,-50.28250000
LAJ,-27.78222222,-50.28138889
LAK,68.22222222,-134.98583333
LAL,27.98750000,-82.01888889
LAL,27.98777778,-82.01888889
LAL,27.98888889,-82.01861111
LAL,27.98888889,-82.01472222
LAM,35.87972222,-106.26944444
LAM,35.87972222,-106.26944444
LAM,35.87972222,-106.26861111
LAM,35.87972222,-106.26861111
LAN,42.77861111,-84.58611111
LAN,42.77916667,-84.58833333
LAN,42.77916667,-84.58833333
LAO,18.17611111,120.53111111
LAO,18.18361111,120.53027778
LAP,24.07277778,-110.36250000
LAP,24.07277778,-110.36250000
LAQ,32.78861111,21.96444444
LAQ,32.78861111,21.96444444
LAR,41.31194444,-105.67500000
LAR,41.31361111,-105.67305556
LAS,36.07972222,-115.15888889
LAS,36.08000000,-115.15222222
LAS,36.08000000,-115.15222222
LAS,36.08000000,-115.15222222
LAU,-2.25833333,40.91611111
LAU,-2.25833333,40.91611111
LAU,-2.25444444,40.91416667
LAU,-2.25333333,40.91472222
LAU,-2.25027778,40.91194444
LAU,-2.25027778,40.91194444
LAU,-2.25027778,40.91222222
LAU,-2.25000000,40.91166667
LAW,34.56777778,-98.41666667
LAW,34.56972222,-98.41611111
LAX,33.94250000,-118.40805556
LAX,33.94250000,-118.40805556
LAX,33.94250000,-118.40805556
LAX,33.94250000,-118.40805556
LAX,33.94250000,-118.40722222
LAX,33.94250000,-118.40722222
LAX,33.94250000,-118.40722222
LAX,33.94277778,-118.40861111
LAY,-28.58166667,29.74972222
LAY,-28.58166667,29.74972222
LAY,-28.58138889,29.75055556
LAY,-28.58138889,29.75055556
LAZ,-13.26222222,-43.40805556
LAZ,-13.25694444,-43.41250000
LBA,53.86527778,-1.65472222
LBA,53.86583333,-1.66055556
LBA,53.86583333,-1.66055556
LBA,53.86611111,-1.66083333
LBA,53.86611111,-1.66083333
LBB,33.66222222,-101.82277778
LBB,33.66361111,-101.82277778
LBB,33.66361111,-101.82277778
LBB,33.66361111,-101.82222222
LBB,33.66361111,-101.82222222
LBB,33.66361111,-101.82055556
LBB,33.66361111,-101.82055556
LBC,53.80472222,10.71666667
LBC,53.80472222,10.71666667
LBC,53.80500000,10.71666667
LBC,53.80500000,10.71666667
LBC,53.80500000,10.71777778
LBC,53.80500000,10.71777778
LBC,53.80500000,10.71777778
LBC,53.80611111,10.72055556
LBC,53.80611111,10.72055556
LBE,40.27305556,-79.41027778
LBE,40.27305556,-79.41027778
LBE,40.27472222,-79.40666667
LBE,40.27472222,-79.40666667
LBE,40.27638889,-79.40277778
LBE,40.27638889,-79.40277778
LBF,41.12611111,-100.68361111
LBF,41.12833333,-100.69666667
LBG,48.96388889,2.43527778
LBG,48.96944444,2.44138889
LBG,48.96944444,2.44138889
LBG,48.96944444,2.44138889
LBG,48.96944444,2.44138889
LBG,48.97194444,2.44250000
LBI,43.91333333,2.11027778
LBI,43.91333333,2.11055556
LBI,43.91333333,2.11055556
LBI,43.91333333,2.11055556
LBI,43.91333333,2.11055556
LBI,43.91500000,2.11444444
LBL,37.04388889,-100.96000000
LBL,37.04388889,-100.96000000
LBL,37.04416667,-100.95972222
LBL,37.04416667,-100.95972222
LBL,37.04444444,-100.96055556
LBP,3.19916667,115.39944444
LBP,3.19916667,115.39944444
LBP,3.19972222,115.40083333
LBP,3.19972222,115.40083333
LBP,3.20222222,115.40194444
LBQ,-0.71472222,10.23944444
LBQ,-0.70555556,10.24416667
LBQ,-0.70555556,10.24416667
LBQ,-0.70555556,10.24444444
LBQ,-0.70555556,10.24444444
LBS,-16.46777778,179.33972222
LBS,-16.46472222,179.34055556
LBS,-16.46472222,179.34055556
LBT,34.60972222,-79.05944444
LBT,34.60972222,-79.05944444
LBT,34.60972222,-79.05944444
LBT,34.60972222,-79.05944444
LBT,34.61111111,-79.05777778
LBU,5.30055556,115.24833333
LBU,5.30250000,115.24888889
LBV,0.45861111,9.41222222
LBV,0.45861111,9.41222222
LBV,0.45916667,9.41527778
LBX,13.85555556,120.10527778
LBX,13.85555556,120.10527778
LBX,13.85583333,120.10611111
LBX,13.85583333,120.10611111
LBX,13.85583333,120.10694444
LBY,47.28888889,-2.34583333
LCA,34.87361111,33.62388889
LCA,34.87361111,33.62388889
LCA,34.87777778,33.63055556
LCC,40.23888889,18.13333333
LCC,40.23888889,18.13333333
LCC,40.23916667,18.13333333
LCC,40.23916667,18.13333333
LCC,40.24277778,18.13333333
LCE,15.74055556,-86.85722222
LCE,15.74250000,-86.85333333
LCG,43.29944444,-8.37916667
LCG,43.30194444,-8.37722222
LCG,43.30194444,-8.37722222
LCG,43.30222222,-8.37722222
LCG,43.30222222,-8.37722222
LCH,30.12611111,-93.22333333
LCH,30.12916667,-93.22805556
LCH,30.13111111,-93.22555556
LCI,43.57138889,-71.42111111
LCI,43.57305556,-71.41777778
LCJ,51.72194444,19.39805556
LCK,39.81361111,-82.92777778
LCK,39.81388889,-82.92777778
LCK,39.81416667,-82.93222222
LCM,-31.00638889,-64.53194444
LCM,-31.00638889,-64.53194444
LCM,-31.00583333,-64.53194444
LCM,-31.00583333,-64.53194444
LCM,-31.00555556,-64.53194444
LCQ,30.18194444,-82.57694444
LCS,10.41888889,-85.10416667
LCS,10.42638889,-85.09777778
LCY,51.50472222,0.05472222
LCY,51.50527778,0.05500000
LCY,51.50527778,0.05500000
LCY,51.50527778,0.05527778
LCY,51.50527778,0.05527778
LCY,51.50527778,0.05527778
LCY,51.50527778,0.05527778
LCY,51.50527778,0.05527778
LCY,51.50527778,0.05527778
LDB,-23.33361111,-51.13000000
LDB,-23.33194444,-51.13194444
LDE,43.18555556,-0.00277778
LDH,-31.53833333,159.07722222
LDH,-31.53750000,159.07972222
LDI,-9.85194444,39.75861111
LDI,-9.85194444,39.75861111
LDI,-9.85083333,39.75916667
LDI,-9.85083333,39.75916667
LDI,-9.84583333,39.75944444
LDJ,40.61750000,-74.24500000
LDJ,40.61750000,-74.24472222
LDJ,40.61750000,-74.24472222
LDJ,40.61750000,-74.24472222
LDJ,40.61750000,-74.24444444
LDJ,40.61750000,-74.24444444
LDK,58.46555556,13.17444444
LDM,43.96222222,-86.40972222
LDM,43.96222222,-86.40972222
LDM,43.96250000,-86.40805556
LDU,5.03222222,118.32388889
LDU,5.03222222,118.32388889
LDU,5.03222222,118.32416667
LDU,5.03222222,118.32416667
LDU,5.03527778,118.32611111
LDV,48.53027778,-4.15166667
LDV,48.53027778,-4.15083333
LDY,55.04277778,-7.16194444
LDY,55.04277778,-7.16194444
LDY,55.04277778,-7.16194444
LDY,55.04277778,-7.16194444
LDY,55.04277778,-7.16194444
LDY,55.04333333,-7.15333333
LEA,-22.23555556,114.08861111
LEA,-22.23500000,114.08166667
LEA,-22.23361111,114.09027778
LEB,43.62611111,-72.30416667
LEB,43.62805556,-72.30583333
LED,59.80000000,30.30000000
LED,59.80000000,30.30000000
LED,59.80000000,30.30000000
LED,59.80027778,30.26250000
LED,59.80027778,30.26250000
LED,59.80027778,30.26250000
LEE,28.82277778,-81.80916667
LEE,28.82277778,-81.80833333
LEG,17.06666667,-13.90000000
LEH,49.53416667,0.08833333
LEH,49.53416667,0.08833333
LEH,49.53416667,0.08833333
LEH,49.53416667,0.08833333
LEH,49.53888889,0.08861111
LEI,36.84388889,-2.37000000
LEI,36.84444444,-2.37222222
LEJ,51.42250000,12.23611111
LEJ,51.42250000,12.23611111
LEJ,51.42388889,12.23638889
LEJ,51.42388889,12.23638889
LEJ,51.42388889,12.23638889
LEK,11.33333333,-12.29722222
LEK,11.33722222,-12.29166667
LEK,11.33722222,-12.29138889
LEN,42.58861111,-5.65611111
LEN,42.58888889,-5.65555556
LEN,42.58888889,-5.65555556
LEN,42.59138889,-5.65222222
LEN,42.59138889,-5.65222222
LEO,-1.57194444,14.28444444
LEO,-1.57138889,14.28527778
LEO,-1.57138889,14.28527778
LEO,-1.57055556,14.28500000
LEO,-1.57055556,14.28500000
LET,-4.19638889,-69.93944444
LET,-4.19250000,-69.94250000
LET,-4.19250000,-69.94250000
LET,-4.19222222,-69.94222222
LET,-4.19194444,-69.94138889
LET,-4.19194444,-69.94138889
LEV,-17.71333333,178.75972222
LEV,-17.71166667,178.75888889
LEW,44.04750000,-70.28388889
LEW,44.04833333,-70.28361111
LEX,38.03666667,-84.60861111
LEX,38.03694444,-84.60527778
LEX,38.03972222,-84.60222222
LFI,37.08277778,-76.36083333
LFI,37.08277778,-76.36055556
LFK,31.23388889,-94.75000000
LFK,31.23388889,-94.75000000
LFK,31.23416667,-94.75027778
LFK,31.23416667,-94.75000000
LFK,31.23416667,-94.75000000
LFO,5.59027778,44.18888889
LFR,8.23916667,-72.27111111
LFR,8.23916667,-72.27111111
LFR,8.23916667,-72.27111111
LFR,8.23916667,-72.27111111
LFR,8.24055556,-72.27222222
LFT,30.20472222,-91.98750000
LFT,30.20500000,-91.98777778
LFT,30.20500000,-91.98777778
LFT,30.20500000,-91.98777778
LFT,30.20527778,-91.98750000
LFT,30.20527778,-91.98750000
LFW,6.16250000,1.25416667
LFW,6.16583333,1.25416667
LGA,40.77722222,-73.87250000
LGA,40.77722222,-73.87250000
LGA,40.77722222,-73.87250000
LGA,40.77944444,-73.87583333
LGB,33.81750000,-118.15138889
LGB,33.81750000,-118.15111111
LGB,33.81777778,-118.15166667
LGB,33.81777778,-118.15166667
LGB,33.81777778,-118.15138889
LGB,33.81777778,-118.15138889
LGB,33.81805556,-118.15194444
LGC,33.00861111,-85.07277778
LGC,33.00888889,-85.07250000
LGC,33.00916667,-85.07333333
LGD,45.28916667,-118.00611111
LGD,45.28944444,-118.00611111
LGD,45.28944444,-118.00611111
LGD,45.28944444,-118.00500000
LGD,45.28972222,-118.00638889
LGD,45.29027778,-118.00722222
LGD,45.29027778,-118.00722222
LGG,50.63611111,5.44166667
LGG,50.63722222,5.44388889
LGG,50.63750000,5.44333333
LGG,50.63888889,5.44416667
LGH,-30.59833333,138.42583333
LGH,-30.59611111,138.42527778
LGH,-30.46666667,138.41666667
LGI,23.17888889,-75.09361111
LGI,23.17944444,-75.09055556
LGK,6.32972222,99.72861111
LGK,6.33694444,99.73111111
LGM,40.16166667,-105.16138889
LGP,13.15694444,123.73027778
LGP,13.15722222,123.73444444
LGP,13.15722222,123.73444444
LGP,13.15750000,123.73472222
LGP,13.15750000,123.73472222
LGP,13.15750000,123.74666667
LGQ,0.09222222,-76.86944444
LGQ,0.09250000,-76.86611111
LGS,-35.49361111,-69.57472222
LGS,-35.49361111,-69.57472222
LGS,-35.49361111,-69.57444444
LGS,-35.49361111,-69.57444444
LGS,-35.49361111,-69.57416667
LGU,41.78750000,-111.85500000
LGU,41.79138889,-111.85166667
LGU,41.79166667,-111.85166667
LGW,51.14805556,-0.19666667
LGW,51.14805556,-0.19666667
LGW,51.14805556,-0.19027778
LGW,51.14805556,-0.19027778
LGW,51.14805556,-0.19027778
LGW,51.14888889,-0.19222222
LGW,51.14888889,-0.19222222
LGW,51.14888889,-0.19194444
LHA,48.36916667,7.82777778
LHA,48.36916667,7.82777778
LHA,48.36944444,7.82777778
LHA,48.36944444,7.82777778
LHA,48.37166667,7.82666667
LHB,54.22611111,-165.61111111
LHE,31.52083333,74.40277778
LHE,31.52166667,74.40361111
LHE,31.52166667,74.40361111
LHE,31.52166667,74.40444444
LHG,-29.45833333,147.98333333
LHG,-29.45666667,147.98444444
LHG,-29.45416667,147.98166667
LHQ,39.75555556,-82.65722222
LHR,51.47111111,-0.46083333
LHR,51.47111111,-0.46083333
LHR,51.47138889,-0.45277778
LHR,51.47138889,-0.45277778
LHR,51.47750000,-0.46138889
LHR,51.47750000,-0.46138889
LHR,51.47750000,-0.46138889
LHU,34.45833333,-114.36111111
LHV,41.13555556,-77.42222222
LHV,41.13555556,-77.42222222
LHV,41.13583333,-77.42222222
LHV,41.13583333,-77.42222222
LHW,36.51333333,103.62083333
LHW,36.51333333,103.62083333
LHW,36.51333333,103.62083333
LHW,36.51527778,103.62083333
LHW,36.51527778,103.62083333
LHX,38.05000000,-103.50972222
LHX,38.05083333,-103.51138889
LIA,30.81666667,107.70000000
LIA,40.76250000,-84.17916667
LIB,-17.23611111,129.88527778
LIC,39.27277778,-103.66583333
LIC,39.27472222,-103.66583333
LIE,3.62361111,18.63888889
LIE,3.62666667,18.63833333
LIE,3.62666667,18.63833333
LIE,3.62694444,18.63833333
LIE,3.62694444,18.63833333
LIG,45.86166667,1.18111111
LIG,45.86166667,1.18111111
LIG,45.86166667,1.18111111
LIG,45.86194444,1.18138889
LIG,45.86194444,1.18138889
LIG,45.86277778,1.17944444
LIH,21.97611111,-159.33888889
LIH,21.97916667,-159.34583333
LIJ,54.90000000,-132.75000000
LIK,9.81666667,169.31666667
LIK,9.82277778,169.30583333
LIL,50.56166667,3.08694444
LIL,50.56333333,3.08694444
LIL,50.56333333,3.08694444
LIL,50.56333333,3.08694444
LIL,50.56333333,3.08694444
LIL,50.56333333,3.08694444
LIL,50.56444444,3.08805556
LIM,-12.02666667,-77.12277778
LIM,-12.02194444,-77.11444444
LIN,45.44166667,9.27777778
LIN,45.44500000,9.27666667
LIN,45.44500000,9.27666667
LIN,45.44500000,9.27666667
LIN,45.44500000,9.27666667
LIN,45.44527778,9.27694444
LIN,45.44972222,9.27611111
LIO,9.95583333,-83.02111111
LIQ,2.17055556,21.49694444
LIQ,2.17222222,21.49583333
LIR,10.58972222,-85.55000000
LIR,10.59333333,-85.54444444
LIS,38.77416667,-9.13416667
LIS,38.78138889,-9.13583333
LIS,38.78194444,-9.13333333
LIT,34.72888889,-92.22472222
LIT,34.72916667,-92.23444444
LIT,34.72944444,-92.22472222
LIT,34.72944444,-92.22472222
LIT,34.72944444,-92.22472222
LIT,34.72944444,-92.22472222
LIV,65.53111111,-148.54111111
LIW,19.68861111,97.21694444
LIW,19.68861111,97.21694444
LIW,19.69166667,97.21500000
LIW,19.69166667,97.21500000
LIW,19.69416667,97.21500000
LIW,19.69416667,97.21500000
LIY,31.88777778,-81.56277778
LIY,31.88833333,-81.56166667
LIY,31.89000000,-81.56111111
LIZ,46.95027778,-67.88611111
LIZ,46.95027778,-67.88611111
LIZ,46.95055556,-67.88583333
LJA,-3.39722222,23.44444444
LJG,26.67694444,100.24472222
LJG,26.67694444,100.24472222
LJG,26.67722222,100.24472222
LJG,26.67916667,100.24527778
LJG,26.67916667,100.24527778
LJN,29.03833333,-95.45694444
LJU,46.22361111,14.45750000
LJU,46.22472222,14.46083333
LJU,46.22472222,14.46083333
LJY,37.64444444,-92.65250000
LJY,37.64833333,-92.65250000
LKE,47.62888889,-122.33861111
LKK,58.96500000,-155.09555556
LKK,58.96500000,-155.09555556
LKK,58.96750000,-155.09500000
LKK,58.98194444,-155.12138889
LKK,58.98194444,-155.12138889
LKL,70.06777778,24.97361111
LKL,70.06888889,24.97361111
LKL,70.06888889,24.97361111
LKM,9.03333333,36.61250000
LKN,68.15250000,13.60944444
LKN,68.15361111,13.60888889
LKO,26.76027778,80.88027778
LKO,26.76055556,80.88888889
LKO,26.76055556,80.88888889
LKO,26.76055556,80.88888889
LKO,26.76055556,80.88888889
LKO,26.76055556,80.88888889
LKP,44.26444444,-73.96194444
LKP,44.26444444,-73.96166667
LKV,42.16111111,-120.39916667
LKV,42.16111111,-120.39805556
LKZ,52.40861111,0.56277778
LKZ,52.40944444,0.56111111
LLA,65.54388889,22.12194444
LLA,65.54388889,22.12194444
LLA,65.54472222,22.12777778
LLI,11.97500000,38.98000000
LLI,11.97527778,38.98000000
LLI,11.97527778,38.98027778
LLI,12.01666667,39.06666667
LLW,-13.78944444,33.78111111
LLX,44.56916667,-72.01805556
LLY,39.94277778,-74.84583333
LLY,39.94333333,-74.84361111
LMA,63.88583333,-152.30194444
LMA,63.88583333,-152.30194444
LMA,63.88611111,-152.30194444
LMA,63.88611111,-152.30194444
LMI,-3.47777778,142.03944444
LMI,-3.47666667,142.04000000
LMM,25.68527778,-109.08083333
LMM,25.68527778,-109.08083333
LMM,25.68555556,-109.08111111
LMM,25.68555556,-109.08111111
LMM,25.68555556,-109.08111111
LMN,4.74472222,115.01666667
LMN,4.80805556,115.01055556
LMN,4.80833333,115.01055556
LMO,57.70500000,-3.33916667
LMO,57.70527778,-3.33916667
LMO,57.70527778,-3.33916667
LMO,57.70694444,-3.33805556
LMO,57.70694444,-3.33750000
LMO,57.70694444,-3.33750000
LMP,35.49611111,12.61500000
LMP,35.49777778,12.61805556
LMQ,30.37805556,19.57638889
LMQ,30.37805556,19.57638889
LMQ,30.37861111,19.57611111
LMQ,30.37861111,19.57611111
LMQ,30.37944444,19.57944444
LMS,33.14277778,-89.06111111
LMS,33.14611111,-89.06250000
LMT,42.15611111,-121.73333333
LMT,42.15611111,-121.73305556
LMT,42.15611111,-121.73305556
LMT,42.15611111,-121.73305556
LMT,42.15611111,-121.73305556
LMT,42.16305556,-121.73583333
LNA,26.59305556,-80.08500000
LND,42.81527778,-108.72972222
LND,42.81527778,-108.72972222
LND,42.81527778,-108.72944444
LND,42.81527778,-108.72861111
LND,42.81555556,-108.72833333
LND,42.81555556,-108.72833333
LNE,-15.86888889,168.16666667
LNE,-15.86666667,168.18333333
LNE,-15.86500000,168.17305556
LNE,-15.86500000,168.17305556
LNE,-15.86305556,168.17083333
LNE,-15.86305556,168.17083333
LNI,70.91083333,-153.24222222
LNI,70.91111111,-153.23888889
LNK,40.85083333,-96.75916667
LNK,40.85083333,-96.75888889
LNL,46.15000000,-89.21666667
LNL,46.15388889,-89.21194444
LNL,46.15388889,-89.21194444
LNL,46.15416667,-89.21194444
LNL,46.15416667,-89.21194444
